Date,ADANIENT.NS,ADANIPORTS.NS,APOLLOHOSP.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BEL.NS,BHARTIARTL.NS,CIPLA.NS,COALINDIA.NS,DRREDDY.NS,EICHERMOT.NS,GRASIM.NS,HCLTECH.NS,HDFCBANK.NS,HDFCLIFE.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INDIGO.NS,INFY.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,M&M.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SBILIFE.NS,SBIN.NS,SHRIRAMFIN.NS,SUNPHARMA.NS,TATACONSUM.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,TRENT.NS,ULTRACEMCO.NS,WIPRO.NS
2017-12-01,76.37382507324219,369.26458740234375,1121.4241943359375,1062.8956298828125,530.970703125,2580.238525390625,508.1417236328125,166.6984100341797,52.6901969909668,415.9830322265625,564.092529296875,135.7813720703125,423.2303161621094,2738.44873046875,1093.8779296875,328.10723876953125,431.2191162109375,364.2029724121094,223.26992797851562,1101.4400634765625,293.204345703125,1117.916259765625,385.2122802734375,182.41900634765625,230.0703125,199.9837188720703,1074.933837890625,654.8834838867188,7994.0859375,347.0923156738281,109.7743148803711,114.9849853515625,75.10845184326172,402.0194396972656,644.8469848632812,288.5796203613281,229.94659423828125,490.28826904296875,265.4380187988281,52.12006759643555,1077.3602294921875,357.8948059082031,782.8804321289062,324.0303649902344,4037.830322265625,99.0351333618164
2017-12-04,76.50794982910156,370.60125732421875,1129.4326171875,1050.942626953125,532.06494140625,2565.639892578125,503.9510498046875,163.226318359375,51.47645950317383,416.11187744140625,562.7721557617188,132.71188354492188,424.8406982421875,2749.928955078125,1080.13818359375,335.20306396484375,427.9292907714844,354.48114013671875,227.2543487548828,1117.3824462890625,292.2437744140625,1131.807861328125,395.87908935546875,182.34751892089844,229.8877410888672,198.5511932373047,1080.1240234375,650.9803466796875,7893.61328125,347.49371337890625,109.10828399658203,116.2330551147461,75.0344467163086,398.2646484375,650.5983276367188,289.3638916015625,224.0843048095703,485.4409484863281,261.2254333496094,52.64823913574219,1078.343505859375,357.819091796875,782.1998901367188,323.0434875488281,3965.5625,99.22333526611328
2017-12-05,78.19799041748047,371.26959228515625,1138.8570556640625,1045.317626953125,530.274658203125,2537.72705078125,498.65423583984375,166.28933715820312,52.00477981567383,421.5677795410156,562.536376953125,132.38748168945312,418.5791015625,2705.5146484375,1060.9791259765625,335.2228088378906,424.7445068359375,354.0414123535156,227.72866821289062,1110.6883544921875,293.204345703125,1141.7447509765625,395.47735595703125,181.45401000976562,226.0996551513672,198.92921447753906,1073.381591796875,645.0327758789062,7893.2412109375,346.8510437011719,107.23126220703125,114.18492126464844,74.12774658203125,403.6096496582031,647.992919921875,294.43890380859375,237.72264099121094,487.6781311035156,262.0679931640625,51.72202682495117,1079.654296875,352.2187194824219,770.5818481445312,329.4580078125,3963.874267578125,96.99899291992188
2017-12-06,76.3201675415039,368.30975341796875,1127.528076171875,1035.3328857421875,527.638916015625,2494.13427734375,494.7675476074219,162.7880401611328,51.16231918334961,415.38153076171875,562.536376953125,132.31260681152344,416.84552001953125,2633.407958984375,1042.057861328125,339.4129943847656,420.74310302734375,359.90386962890625,220.1867218017578,1123.548095703125,287.6812438964844,1124.244140625,397.86785888671875,179.845703125,221.03359985351562,198.88943481445312,1056.8359375,635.3911743164062,7997.24267578125,347.6425476074219,106.35332489013672,112.55278778076172,74.10922241210938,409.3300476074219,645.04345703125,288.2566833496094,232.527099609375,476.67822265625,257.3873291015625,51.102012634277344,1078.73291015625,357.4028625488281,752.109619140625,329.85272216796875,3895.466796875,96.67388916015625
2017-12-07,79.16373443603516,372.0812072753906,1145.107666015625,1072.880126953125,531.169677734375,2563.5146484375,505.2864074707031,163.2604217529297,52.34748458862305,442.2315979003906,559.7069091796875,131.16465759277344,416.11614990234375,2694.450927734375,1064.59228515625,341.3500671386719,422.2247009277344,379.396484375,225.02496337890625,1137.94921875,293.7325744628906,1112.2310791015625,401.6846923828125,181.09658813476562,229.97900390625,199.2774200439453,1080.92236328125,641.0135498046875,8247.9560546875,352.52886962890625,109.16883850097656,113.32081604003906,74.86791229248047,411.4945068359375,657.1362915039062,291.947509765625,233.36703491210938,475.7460632324219,265.8592834472656,52.663543701171875,1072.1578369140625,376.3608703613281,778.3594970703125,333.10931396484375,3938.354736328125,96.2290267944336
2017-12-08,81.04154968261719,375.6138610839844,1162.8824462890625,1064.5362548828125,539.57421875,2576.8291015625,510.75775146484375,165.7877960205078,52.861541748046875,451.2102966308594,568.8081665039062,132.18780517578125,414.05108642578125,2712.1689453125,1078.2843017578125,344.09759521484375,429.39923095703125,380.3735046386719,227.3966064453125,1168.5128173828125,298.4872741699219,1169.4788818359375,402.5082702636719,187.4226837158203,230.43540954589844,200.74969482421875,1082.6524658203125,645.0094604492188,8396.3896484375,357.22125244140625,109.22935485839844,115.3689956665039,75.16394805908203,406.8342590332031,674.1447143554688,288.902587890625,238.20751953125,486.46624755859375,270.0250244140625,53.413692474365234,1065.7059326171875,375.4527282714844,788.4220581054688,331.18499755859375,4019.11181640625,96.81077575683594
2017-12-11,82.24873352050781,374.03851318359375,1162.2962646484375,1055.48974609375,542.16015625,2575.385498046875,508.8841552734375,166.32830810546875,52.37603759765625,457.6972351074219,569.3269653320312,134.68336486816406,415.46246337890625,2735.357666015625,1078.189208984375,347.87274169921875,430.7991638183594,372.06842041015625,225.8787841796875,1166.2227783203125,299.1596984863281,1180.0087890625,403.8943786621094,190.31764221191406,229.56826782226562,200.65023803710938,1083.98291015625,658.9956665039062,8481.3994140625,356.5238342285156,107.9881362915039,114.5049057006836,75.60807037353516,404.69189453125,663.3793334960938,293.7929382324219,240.97848510742188,493.69085693359375,279.29266357421875,53.54764938354492,1090.121337890625,378.8961486816406,797.8040161132812,326.6948547363281,4091.474853515625,99.0351333618164
2017-12-12,81.84634399414062,384.3024597167969,1162.3939208984375,1047.5675048828125,535.6951904296875,2539.1708984375,509.22296142578125,165.49559020996094,51.79059982299805,450.0933532714844,558.0092163085938,131.46412658691406,427.48358154296875,2674.637939453125,1064.3070068359375,345.97528076171875,424.6161804199219,374.99957275390625,225.7364501953125,1157.943359375,295.46160888671875,1166.9576416015625,405.98358154296875,186.95806884765625,228.15341186523438,199.0386505126953,1067.171630859375,659.4138793945312,8479.123046875,359.24560546875,106.50469207763672,117.32115173339844,75.08995819091797,404.4489440917969,664.6572875976562,293.8391418457031,236.16395568847656,485.53399658203125,269.41650390625,52.8051643371582,1070.068359375,379.3124694824219,799.553955078125,323.3395690917969,4074.05908203125,98.48760223388672
2017-12-13,79.13690948486328,376.1867370605469,1155.9482421875,1046.770751953125,532.860595703125,2527.621337890625,503.8861999511719,162.8221435546875,51.5906982421875,444.50848388671875,545.27685546875,131.33934020996094,428.30780029296875,2686.10400390625,1063.6414794921875,342.4768371582031,424.95452880859375,372.06842041015625,222.41610717773438,1158.295654296875,290.9950866699219,1122.7611083984375,403.27166748046875,185.13526916503906,222.7222900390625,201.92355346679688,1055.0616455078125,656.3238525390625,8469.1904296875,359.38372802734375,106.59551239013672,117.7051773071289,74.2017593383789,404.029296875,663.9690551757812,289.08709716796875,237.40220642089844,481.80523681640625,266.2805480957031,52.11624526977539,1076.7254638671875,381.1288146972656,796.1998291015625,322.6980895996094,4124.08642578125,98.28226470947266
2017-12-14,79.70024871826172,377.2370300292969,1178.7039794921875,1053.2392578125,538.5298461914062,2536.844970703125,509.8757019042969,164.19053649902344,51.6049690246582,447.0431823730469,556.87744140625,131.18960571289062,437.77117919921875,2687.736328125,1087.079345703125,348.9993896484375,428.8509521484375,375.4881286621094,224.2659912109375,1164.0648193359375,292.33984375,1125.529541015625,407.0281066894531,188.8880157470703,221.30743408203125,203.8634033203125,1054.662353515625,665.19873046875,8461.8544921875,356.7140197753906,107.35237121582031,117.9931869506836,74.0537109375,407.05517578125,668.4425048828125,289.73297119140625,236.56228637695312,479.5214538574219,266.14013671875,52.4913215637207,1047.80419921875,389.1888427734375,793.5748291015625,322.5993957519531,4118.15283203125,98.76136016845703
2017-12-15,83.26811218261719,383.2044982910156,1170.109375,1048.786376953125,544.9947509765625,2565.719970703125,515.2672119140625,168.45147705078125,51.39078140258789,445.0240173339844,543.6735229492188,135.25730895996094,449.2996826171875,2756.943359375,1083.5614013671875,352.5375061035156,437.1103820800781,373.97808837890625,230.29010009765625,1166.6630859375,291.1871643066406,1121.3768310546875,410.9654235839844,189.13819885253906,229.02056884765625,204.94775390625,1067.748046875,689.2678833007812,8511.2080078125,355.439208984375,107.44317626953125,117.1291275024414,73.59110260009766,406.2820739746094,677.38916015625,288.1182556152344,243.63687133789062,483.20355224609375,268.5272216796875,53.17641067504883,1042.806396484375,378.97186279296875,809.7136840820312,325.41192626953125,4160.22021484375,99.13780212402344
2017-12-18,85.81659698486328,386.30755615234375,1145.44921875,1066.083251953125,545.6910400390625,2588.138671875,519.2785034179688,171.10543823242188,52.104740142822266,452.1553955078125,558.0092163085938,133.58531188964844,453.751953125,2797.223388671875,1074.5760498046875,349.8492736816406,438.3936462402344,370.10504150390625,236.83590698242188,1173.0050048828125,296.71026611328125,1128.6439208984375,408.4343566894531,188.13746643066406,231.8046112060547,203.57492065429688,1080.4788818359375,706.9479370117188,8644.1787109375,359.0758056640625,107.62484741210938,117.1611328125,73.97969055175781,406.8342590332031,680.486083984375,294.25433349609375,245.3687286376953,493.8772888183594,272.271728515625,53.941864013671875,1057.103271484375,373.8634033203125,816.7621459960938,322.10595703125,4158.3876953125,101.22525787353516
2017-12-19,86.05803680419922,387.4532775878906,1147.2559814453125,1066.5986328125,550.6640014648438,2662.77294921875,526.1449584960938,171.19308471679688,52.575950622558594,461.0481262207031,569.562744140625,133.5603790283203,454.6045227050781,2882.698974609375,1080.9466552734375,343.70220947265625,439.6885681152344,367.6045837402344,241.24725341796875,1188.8155517578125,301.3209228515625,1144.6614990234375,403.35205078125,188.8880157470703,234.0409393310547,203.2068328857422,1082.2532958984375,723.1411743164062,9101.4072265625,357.6379699707031,109.01747131347656,118.53724670410156,74.97891998291016,409.0208435058594,685.5491943359375,295.08477783203125,252.0449981689453,491.733154296875,281.44573974609375,54.36286544799805,1054.9732666015625,374.8851013183594,844.2274780273438,322.056640625,4207.20849609375,100.06175994873047
